threshold	A	u(A)
7894	1.507164	0.000368
6221	1.507152	0.000368
7908	1.506753	0.000368
6185	1.507559	0.000368
9626	1.506938	0.000368
8384	1.506711	0.000368
9435	1.506863	0.000368
6845	1.507549	0.000368
7897	1.507112	0.000368
7267	1.507204	0.000368
9366	1.507097	0.000368
9663	1.506596	0.000368
5732	1.507340	0.000368
8203	1.507518	0.000368
8426	1.507064	0.000368
9691	1.506592	0.000368
9439	1.506869	0.000368
6974	1.507458	0.000368
9721	1.507293	0.000368
7066	1.506412	0.000368
5767	1.507614	0.000368
5526	1.507228	0.000368
6690	1.506913	0.000368
6024	1.506922	0.000368
7861	1.507135	0.000368
9446	1.506893	0.000368
5567	1.507580	0.000368
8867	1.506876	0.000368
5853	1.507678	0.000368
7209	1.507690	0.000368
8226	1.507662	0.000368
8263	1.506926	0.000368
6652	1.506797	0.000368
8669	1.507276	0.000368
9958	1.507159	0.000368
6079	1.507359	0.000368
9667	1.506915	0.000368
7999	1.506282	0.000368
7172	1.507203	0.000368
9432	1.507236	0.000368
8940	1.506619	0.000368
8510	1.507086	0.000368
6653	1.507322	0.000368
7837	1.507246	0.000368
7664	1.506710	0.000368
7636	1.506834	0.000368
9339	1.507102	0.000368
9058	1.506533	0.000368
9212	1.506558	0.000368
6181	1.506931	0.000368
9370	1.506645	0.000368
5961	1.507331	0.000368
9719	1.506700	0.000368
9340	1.507560	0.000368
9286	1.507589	0.000368
6884	1.507385	0.000368
8545	1.507019	0.000368
5160	1.507738	0.000368
6355	1.507140	0.000368
7778	1.506500	0.000368
9855	1.507184	0.000368
9814	1.506591	0.000368
8475	1.507068	0.000368
5013	1.507259	0.000368
9954	1.507193	0.000368
9076	1.507602	0.000368
6369	1.507202	0.000368
5332	1.506853	0.000368
5026	1.507731	0.000368
8916	1.506644	0.000368
6894	1.507129	0.000368
8931	1.507730	0.000368
7132	1.507223	0.000368
8015	1.507019	0.000368
7838	1.507047	0.000368
9866	1.507001	0.000368
9889	1.506729	0.000368
8489	1.507718	0.000368
7468	1.507408	0.000368
9810	1.506777	0.000368
5184	1.507398	0.000368
8358	1.506521	0.000368
7436	1.507268	0.000368
5527	1.507300	0.000368
8139	1.506423	0.000368
7422	1.507540	0.000368
6356	1.506774	0.000368
9367	1.507231	0.000368
7114	1.507256	0.000368
9997	1.506852	0.000368
6933	1.507830	0.000368
6940	1.507495	0.000368
6732	1.506823	0.000368
7481	1.506574	0.000368
8163	1.506998	0.000368
7380	1.506866	0.000368
9126	1.506730	0.000368
9445	1.506914	0.000368
9781	1.506465	0.000368
7177	1.507988	0.000368
5681	1.507723	0.000368
9596	1.507379	0.000368
8861	1.506574	0.000368
9606	1.506954	0.000368
5729	1.507232	0.000368
8557	1.507202	0.000368
8779	1.506576	0.000368
5902	1.506976	0.000368
9475	1.506361	0.000368
7072	1.507439	0.000368
7378	1.507260	0.000368
9841	1.506197	0.000368
6704	1.506582	0.000368
7901	1.506850	0.000368
8239	1.506993	0.000368
5129	1.506785	0.000368
6702	1.507248	0.000368
6108	1.506954	0.000368
9376	1.506978	0.000368
8123	1.507291	0.000368
8149	1.506871	0.000368
8508	1.507009	0.000368
9951	1.506843	0.000368
5297	1.506837	0.000368
8926	1.506934	0.000368
5708	1.507454	0.000368
8169	1.507160	0.000368
5953	1.507232	0.000368
5167	1.507398	0.000368
7270	1.506981	0.000368
5280	1.507584	0.000368
6498	1.507460	0.000368
5728	1.507115	0.000368
8906	1.507136	0.000368
7004	1.507428	0.000368
9136	1.506592	0.000368
5576	1.507548	0.000368
5039	1.507033	0.000368
6887	1.507130	0.000368
5799	1.508188	0.000368
5808	1.507024	0.000368
6077	1.507336	0.000368
8120	1.506974	0.000368
6070	1.506743	0.000368
6273	1.506917	0.000368
5612	1.507803	0.000368
7592	1.507148	0.000368
6816	1.507318	0.000368
9399	1.507551	0.000368
8097	1.506618	0.000368
7031	1.506969	0.000368
5459	1.507096	0.000368
6646	1.507188	0.000368
8368	1.506754	0.000368
8271	1.506741	0.000368
6072	1.507368	0.000368
5184	1.506800	0.000368
7514	1.507833	0.000368
6871	1.507482	0.000368
5942	1.507340	0.000368
9280	1.506954	0.000368
7415	1.507396	0.000368
7749	1.506871	0.000368
9897	1.507076	0.000368
5893	1.507194	0.000368
7099	1.507302	0.000368
9745	1.506906	0.000368
6973	1.506927	0.000368
8306	1.507141	0.000368
8322	1.506905	0.000368
9207	1.506856	0.000368
5090	1.507818	0.000368
8097	1.506919	0.000368
5603	1.506544	0.000368
5474	1.506759	0.000368
8913	1.506338	0.000368
6201	1.507494	0.000368
7656	1.506526	0.000368
5394	1.507807	0.000368
6181	1.507076	0.000368
9266	1.507190	0.000368
7354	1.506588	0.000368
5114	1.506829	0.000368
9912	1.506374	0.000368
7480	1.507203	0.000368
7717	1.506810	0.000368
8265	1.506706	0.000368
7246	1.507587	0.000368
8754	1.506725	0.000368
7216	1.507263	0.000368
6536	1.507215	0.000368
8074	1.507392	0.000368
8336	1.507321	0.000368
8805	1.506986	0.000368
7917	1.507231	0.000368
8777	1.506618	0.000368
6257	1.506914	0.000368
5284	1.507551	0.000368
7339	1.507364	0.000368
6168	1.506871	0.000368
9299	1.506735	0.000368
8904	1.507028	0.000368
8323	1.507662	0.000368
5979	1.507089	0.000368
8356	1.507427	0.000368
6152	1.507170	0.000368
5695	1.507114	0.000368
9461	1.506669	0.000368
5025	1.507788	0.000368
6155	1.507484	0.000368
5994	1.507038	0.000368
5293	1.507018	0.000368
8761	1.507234	0.000368
9281	1.507264	0.000368
7714	1.507445	0.000368
5333	1.507141	0.000368
7426	1.507016	0.000368
9803	1.506815	0.000368
9727	1.507125	0.000368
5349	1.507643	0.000368
5043	1.507474	0.000368
7048	1.507158	0.000368
5085	1.507080	0.000368
9181	1.506938	0.000368
7539	1.506375	0.000368
8273	1.506656	0.000368
9933	1.507032	0.000368
7512	1.506911	0.000368
8247	1.506790	0.000368
5034	1.507357	0.000368
7022	1.507666	0.000368
9128	1.506868	0.000368
6623	1.506445	0.000368
7946	1.506460	0.000368
9875	1.507270	0.000368
7700	1.507152	0.000368
9761	1.507706	0.000368
6496	1.506936	0.000368
5497	1.506959	0.000368
5610	1.507463	0.000368
9164	1.506761	0.000368
7373	1.507209	0.000368
9318	1.506756	0.000368
9087	1.507278	0.000368
7694	1.507329	0.000368
7855	1.507383	0.000368
5516	1.507313	0.000368
5321	1.507056	0.000368
5827	1.507238	0.000368
7482	1.506813	0.000368
6556	1.506429	0.000368
8670	1.507048	0.000368
7948	1.506815	0.000368
5587	1.506997	0.000368
7375	1.506624	0.000368
8395	1.507155	0.000368
8055	1.507317	0.000368
8646	1.507316	0.000368
8854	1.506908	0.000368
5786	1.507062	0.000368
9950	1.507710	0.000368
5116	1.506608	0.000368
6012	1.507288	0.000368
9498	1.507035	0.000368
9776	1.507124	0.000368
8933	1.507326	0.000368
9245	1.507007	0.000368
6637	1.507124	0.000368
7825	1.507584	0.000368
6478	1.506833	0.000368
5445	1.507106	0.000368
8262	1.507233	0.000368
7606	1.507452	0.000368
7193	1.506137	0.000368
8028	1.506981	0.000368
5461	1.507607	0.000368
5710	1.507200	0.000368
7584	1.506685	0.000368
5190	1.506784	0.000368
9104	1.507628	0.000368
6515	1.507548	0.000368
9444	1.507063	0.000368
7845	1.506848	0.000368
6727	1.506812	0.000368
5557	1.506899	0.000368
8461	1.506821	0.000368
5792	1.507630	0.000368
5703	1.507229	0.000368
9592	1.507310	0.000368
9982	1.506609	0.000368
7860	1.507113	0.000368
5060	1.507524	0.000368
6257	1.507296	0.000368
5025	1.507208	0.000368
7371	1.507255	0.000368
5835	1.507175	0.000368
5939	1.507540	0.000368
6571	1.506742	0.000368
6430	1.507529	0.000368
6958	1.507275	0.000368
9108	1.506542	0.000368
5007	1.506759	0.000368
9349	1.506648	0.000368
5450	1.507394	0.000368
8667	1.506610	0.000368
7886	1.507212	0.000368
7450	1.507628	0.000368
5754	1.507030	0.000368
9982	1.507159	0.000368
5113	1.507158	0.000368
6602	1.507557	0.000368
5774	1.506969	0.000368
6280	1.507458	0.000368
5014	1.506875	0.000368
9153	1.506312	0.000368
9872	1.507027	0.000368
9655	1.507031	0.000368
8473	1.507068	0.000368
7592	1.506890	0.000368
7449	1.507421	0.000368
9008	1.506400	0.000368
6950	1.506208	0.000368
7176	1.507008	0.000368
9245	1.506937	0.000368
5160	1.507938	0.000368
8392	1.507028	0.000368
8659	1.507309	0.000368
6641	1.506980	0.000368
9927	1.507200	0.000368
5087	1.507696	0.000368
5681	1.507650	0.000368
6813	1.507469	0.000368
9814	1.507290	0.000368
5494	1.507292	0.000368
7345	1.506466	0.000368
5371	1.506918	0.000368
8527	1.506882	0.000368
7795	1.506899	0.000368
6128	1.506761	0.000368
8556	1.507014	0.000368
6009	1.506492	0.000368
7349	1.506998	0.000368
8619	1.506799	0.000368
8238	1.506465	0.000368
5865	1.507276	0.000368
7121	1.507352	0.000368
6994	1.507143	0.000368
7958	1.506514	0.000368
5607	1.507201	0.000368
9119	1.506948	0.000368
7942	1.506847	0.000368
8526	1.506925	0.000368
5668	1.507403	0.000368
5579	1.507174	0.000368
8530	1.507437	0.000368
7496	1.506820	0.000368
9031	1.506349	0.000368
7559	1.507311	0.000368
7904	1.506894	0.000368
6761	1.506633	0.000368
6342	1.506630	0.000368
7391	1.506749	0.000368
5204	1.507084	0.000368
7835	1.506686	0.000368
9494	1.506412	0.000368
7625	1.507210	0.000368
6140	1.506761	0.000368
9329	1.507221	0.000368
8035	1.506773	0.000368
6106	1.507412	0.000368
8485	1.506662	0.000368
6844	1.507585	0.000368
9562	1.506840	0.000368
8365	1.507373	0.000368
9491	1.507193	0.000368
7115	1.506647	0.000368
8805	1.507548	0.000368
8018	1.506724	0.000368
8664	1.507141	0.000368
9566	1.506890	0.000368
8703	1.507084	0.000368
5996	1.506893	0.000368
8659	1.507425	0.000368
7929	1.506846	0.000368
6725	1.507181	0.000368
9751	1.506703	0.000368
8936	1.507294	0.000368
7886	1.506926	0.000368
8966	1.506600	0.000368
5367	1.507269	0.000368
5025	1.506997	0.000368
6640	1.507440	0.000368
7469	1.507132	0.000368
7435	1.507416	0.000368
7151	1.507527	0.000368
6686	1.507171	0.000368
6604	1.507145	0.000368
8832	1.506973	0.000368
5341	1.507264	0.000368
6951	1.507029	0.000368
7022	1.506870	0.000368
6586	1.506885	0.000368
7530	1.507135	0.000368
6538	1.507156	0.000368
5807	1.506979	0.000368
7087	1.507218	0.000368
9771	1.506499	0.000368
7538	1.506924	0.000368
5681	1.507057	0.000368
8868	1.506177	0.000368
8648	1.506329	0.000368
9996	1.506769	0.000368
6221	1.507184	0.000368
5556	1.506948	0.000368
6007	1.507071	0.000368
9510	1.506252	0.000368
7764	1.507850	0.000368
5170	1.506981	0.000368
8182	1.506668	0.000368
8403	1.506819	0.000368
7481	1.507399	0.000368
6373	1.507376	0.000368
6853	1.507183	0.000368
8177	1.507542	0.000368
5756	1.506921	0.000368
8363	1.506582	0.000368
