threshold	A	u(A)
6999	1.506811	0.000368
6398	1.507054	0.000368
6854	1.506313	0.000368
8855	1.507633	0.000368
8732	1.506609	0.000368
5884	1.507281	0.000368
7142	1.507200	0.000368
5790	1.506670	0.000368
6992	1.507111	0.000368
6586	1.507214	0.000368
6483	1.507171	0.000368
9240	1.507235	0.000368
5233	1.507658	0.000368
8452	1.506714	0.000368
9086	1.506088	0.000368
8187	1.507147	0.000368
7707	1.507872	0.000368
6914	1.506720	0.000368
9944	1.506616	0.000368
5325	1.507751	0.000368
9075	1.506781	0.000368
5091	1.506855	0.000368
7682	1.507262	0.000368
5556	1.507235	0.000368
5096	1.506720	0.000368
9588	1.507174	0.000368
8322	1.507071	0.000368
7615	1.506621	0.000368
8472	1.506963	0.000368
6421	1.507300	0.000368
8364	1.506800	0.000368
5922	1.507207	0.000368
8874	1.507632	0.000368
7297	1.507365	0.000368
7669	1.507484	0.000368
9624	1.506939	0.000368
6936	1.507067	0.000368
7629	1.506841	0.000368
6444	1.507403	0.000368
6160	1.507320	0.000368
8179	1.506741	0.000368
9303	1.506821	0.000368
6725	1.507025	0.000368
6731	1.506686	0.000368
9641	1.507213	0.000368
7671	1.506861	0.000368
8580	1.506881	0.000368
9868	1.506842	0.000368
8783	1.506582	0.000368
8892	1.506594	0.000368
8260	1.506785	0.000368
5158	1.507947	0.000368
7213	1.506584	0.000368
8362	1.506413	0.000368
6700	1.506802	0.000368
6941	1.506293	0.000368
7598	1.507367	0.000368
8230	1.507724	0.000368
6094	1.507853	0.000368
7930	1.507247	0.000368
5726	1.507568	0.000368
7194	1.507327	0.000368
9147	1.507044	0.000368
9623	1.507202	0.000368
5944	1.507058	0.000368
7394	1.507174	0.000368
6981	1.507458	0.000368
7081	1.507099	0.000368
8853	1.507350	0.000368
9001	1.506968	0.000368
8612	1.506676	0.000368
8881	1.506509	0.000368
7443	1.506823	0.000368
8377	1.507035	0.000368
5266	1.506264	0.000368
6610	1.507614	0.000368
5234	1.507611	0.000368
7801	1.507633	0.000368
5612	1.507083	0.000368
6935	1.506983	0.000368
8632	1.507197	0.000368
7736	1.506717	0.000368
7968	1.506402	0.000368
5959	1.506596	0.000368
5331	1.507190	0.000368
9997	1.506897	0.000368
5674	1.507327	0.000368
6051	1.506860	0.000368
9339	1.506907	0.000368
6709	1.507349	0.000368
9941	1.506794	0.000368
9760	1.507026	0.000368
9688	1.507354	0.000368
5254	1.506958	0.000368
8725	1.507135	0.000368
7949	1.506944	0.000368
9844	1.506739	0.000368
8459	1.507017	0.000368
7205	1.506779	0.000368
6243	1.506674	0.000368
5266	1.507793	0.000368
6821	1.506782	0.000368
7121	1.507314	0.000368
6171	1.506890	0.000368
7716	1.507097	0.000368
9230	1.506948	0.000368
5993	1.506936	0.000368
7848	1.507152	0.000368
9738	1.506684	0.000368
8050	1.507414	0.000368
8655	1.507174	0.000368
9150	1.506926	0.000368
7590	1.507238	0.000368
7802	1.506896	0.000368
9760	1.507057	0.000368
7605	1.506798	0.000368
5193	1.507077	0.000368
8793	1.506952	0.000368
9100	1.506654	0.000368
5557	1.507576	0.000368
8743	1.507817	0.000368
8600	1.506944	0.000368
5163	1.507306	0.000368
8064	1.506375	0.000368
8440	1.507477	0.000368
5921	1.507277	0.000368
5028	1.507231	0.000368
5456	1.506870	0.000368
5333	1.507573	0.000368
5744	1.506524	0.000368
7159	1.507006	0.000368
8496	1.506958	0.000368
8163	1.506673	0.000368
6194	1.506583	0.000368
8968	1.507543	0.000368
9475	1.506783	0.000368
9344	1.506658	0.000368
8069	1.506971	0.000368
6578	1.506760	0.000368
8473	1.506823	0.000368
9433	1.506798	0.000368
8588	1.506603	0.000368
9166	1.507198	0.000368
5686	1.506855	0.000368
6577	1.506974	0.000368
5946	1.506998	0.000368
7025	1.507015	0.000368
8547	1.507180	0.000368
6473	1.506960	0.000368
8767	1.507000	0.000368
7938	1.507450	0.000368
8257	1.506862	0.000368
7009	1.507602	0.000368
6774	1.506855	0.000368
6466	1.507092	0.000368
5364	1.507285	0.000368
9589	1.507046	0.000368
7321	1.506403	0.000368
9273	1.506722	0.000368
5736	1.507099	0.000368
5936	1.507328	0.000368
8328	1.506996	0.000368
5229	1.507575	0.000368
8997	1.506930	0.000368
8038	1.506529	0.000368
9288	1.506998	0.000368
8614	1.506957	0.000368
6960	1.507185	0.000368
7587	1.506463	0.000368
6313	1.506887	0.000368
6604	1.507508	0.000368
7944	1.506872	0.000368
5351	1.507196	0.000368
5305	1.507787	0.000368
7632	1.506739	0.000368
8308	1.507302	0.000368
7767	1.505938	0.000368
8622	1.506534	0.000368
8110	1.506596	0.000368
8142	1.506769	0.000368
5707	1.507256	0.000368
5022	1.507320	0.000368
5702	1.507128	0.000368
5174	1.506872	0.000368
9001	1.507170	0.000368
7103	1.507071	0.000368
9356	1.507173	0.000368
7149	1.506676	0.000368
5899	1.507693	0.000368
6101	1.507158	0.000368
6739	1.506313	0.000368
9666	1.506813	0.000368
5213	1.507298	0.000368
7672	1.507331	0.000368
8181	1.506826	0.000368
9657	1.506359	0.000368
6396	1.506187	0.000368
6586	1.506741	0.000368
9807	1.507622	0.000368
7726	1.507308	0.000368
8905	1.506518	0.000368
5984	1.506198	0.000368
8316	1.507498	0.000368
6038	1.506943	0.000368
6117	1.507318	0.000368
5029	1.507211	0.000368
8717	1.506858	0.000368
6818	1.506574	0.000368
8281	1.507379	0.000368
9168	1.506943	0.000368
7837	1.506914	0.000368
8551	1.506300	0.000368
8408	1.506652	0.000368
6469	1.507306	0.000368
5372	1.507395	0.000368
7744	1.507132	0.000368
6519	1.507131	0.000368
8969	1.507141	0.000368
8186	1.506406	0.000368
6327	1.506839	0.000368
8405	1.506704	0.000368
8293	1.507007	0.000368
9429	1.507478	0.000368
7022	1.507201	0.000368
7334	1.506467	0.000368
6880	1.507247	0.000368
5031	1.507709	0.000368
8934	1.507102	0.000368
6960	1.507201	0.000368
8338	1.507229	0.000368
9384	1.506882	0.000368
8714	1.507055	0.000368
9029	1.506731	0.000368
5029	1.507699	0.000368
7854	1.506661	0.000368
7949	1.507055	0.000368
8945	1.506896	0.000368
9997	1.507054	0.000368
7643	1.506642	0.000368
9493	1.507223	0.000368
7703	1.507361	0.000368
5212	1.507175	0.000368
7937	1.506884	0.000368
6075	1.507301	0.000368
8789	1.507799	0.000368
9142	1.507690	0.000368
5695	1.507552	0.000368
8726	1.507323	0.000368
8739	1.507311	0.000368
8284	1.506916	0.000368
9766	1.506619	0.000368
9288	1.507110	0.000368
7200	1.507051	0.000368
5547	1.507385	0.000368
9043	1.506916	0.000368
5811	1.506813	0.000368
7535	1.506734	0.000368
8437	1.507062	0.000368
5505	1.507265	0.000368
6369	1.506284	0.000368
5049	1.507301	0.000368
8402	1.506368	0.000368
6917	1.507902	0.000368
6484	1.507495	0.000368
5214	1.506961	0.000368
7206	1.507796	0.000368
7694	1.506702	0.000368
8888	1.507412	0.000368
5820	1.506826	0.000368
8496	1.506876	0.000368
5369	1.506647	0.000368
5116	1.507403	0.000368
5669	1.507177	0.000368
7131	1.507551	0.000368
6725	1.507258	0.000368
5511	1.507716	0.000368
9373	1.506904	0.000368
8086	1.506974	0.000368
7443	1.506674	0.000368
7911	1.507170	0.000368
9695	1.507433	0.000368
9262	1.506592	0.000368
5382	1.507156	0.000368
7795	1.506913	0.000368
5909	1.507281	0.000368
9110	1.507115	0.000368
5723	1.507398	0.000368
5766	1.507798	0.000368
7354	1.507077	0.000368
7161	1.506905	0.000368
5193	1.507058	0.000368
9232	1.507218	0.000368
7954	1.506937	0.000368
5417	1.507258	0.000368
7293	1.506371	0.000368
8802	1.506756	0.000368
8167	1.506799	0.000368
6283	1.507511	0.000368
6071	1.506952	0.000368
5522	1.506766	0.000368
8110	1.507355	0.000368
5877	1.507661	0.000368
6616	1.506057	0.000368
6884	1.506241	0.000368
8131	1.506583	0.000368
8988	1.507226	0.000368
5925	1.506994	0.000368
5494	1.507745	0.000368
5446	1.506836	0.000368
8097	1.506829	0.000368
7591	1.507139	0.000368
5087	1.507258	0.000368
9131	1.507084	0.000368
7481	1.506701	0.000368
9983	1.507468	0.000368
6315	1.507196	0.000368
5173	1.507605	0.000368
9104	1.506854	0.000368
8446	1.506582	0.000368
8846	1.507645	0.000368
8701	1.507316	0.000368
7500	1.506587	0.000368
6201	1.507558	0.000368
8289	1.506946	0.000368
9274	1.507205	0.000368
7830	1.506954	0.000368
9784	1.506674	0.000368
5120	1.507442	0.000368
6486	1.507482	0.000368
5620	1.506883	0.000368
5225	1.507209	0.000368
8662	1.507380	0.000368
7252	1.506227	0.000368
8086	1.507116	0.000368
5498	1.507277	0.000368
7001	1.506982	0.000368
5894	1.506750	0.000368
7024	1.506882	0.000368
5201	1.507826	0.000368
8172	1.506953	0.000368
5898	1.507601	0.000368
5668	1.506717	0.000368
5539	1.506922	0.000368
8330	1.506933	0.000368
7433	1.506546	0.000368
9249	1.506644	0.000368
8897	1.507213	0.000368
7387	1.506660	0.000368
9874	1.506346	0.000368
5907	1.507063	0.000368
6016	1.507151	0.000368
6957	1.507515	0.000368
9721	1.506991	0.000368
6562	1.506959	0.000368
7177	1.508065	0.000368
8051	1.507060	0.000368
5553	1.507580	0.000368
9786	1.507587	0.000368
6285	1.507227	0.000368
8441	1.507048	0.000368
9918	1.507516	0.000368
7279	1.507262	0.000368
6719	1.507499	0.000368
5446	1.507148	0.000368
8922	1.507294	0.000368
6127	1.506888	0.000368
9232	1.506978	0.000368
8162	1.506704	0.000368
9041	1.506806	0.000368
5881	1.507103	0.000368
7527	1.507221	0.000368
7790	1.506689	0.000368
6187	1.506919	0.000368
9717	1.506775	0.000368
9236	1.507278	0.000368
5141	1.507644	0.000368
9217	1.506966	0.000368
9279	1.507044	0.000368
8692	1.506750	0.000368
8041	1.506918	0.000368
6214	1.507523	0.000368
6494	1.506908	0.000368
7090	1.507696	0.000368
6544	1.507190	0.000368
5091	1.507259	0.000368
7857	1.506867	0.000368
5841	1.506889	0.000368
8550	1.507064	0.000368
8117	1.507249	0.000368
8552	1.507262	0.000368
8074	1.507215	0.000368
8103	1.506986	0.000368
9959	1.507391	0.000368
9202	1.507529	0.000368
9286	1.506739	0.000368
9019	1.506930	0.000368
6381	1.506777	0.000368
9454	1.506934	0.000368
7535	1.507404	0.000368
5972	1.506094	0.000368
9914	1.507029	0.000368
6469	1.507084	0.000368
9813	1.507260	0.000368
8618	1.507574	0.000368
5283	1.507007	0.000368
6992	1.508098	0.000368
7769	1.506707	0.000368
7695	1.507027	0.000368
8352	1.506491	0.000368
5286	1.506903	0.000368
9020	1.506597	0.000368
5648	1.507566	0.000368
7666	1.507116	0.000368
8351	1.506462	0.000368
6419	1.507059	0.000368
8243	1.506741	0.000368
9129	1.506790	0.000368
9660	1.506820	0.000368
5286	1.507036	0.000368
9277	1.506752	0.000368
9900	1.507204	0.000368
6256	1.507130	0.000368
9022	1.506949	0.000368
8949	1.506956	0.000368
7527	1.507072	0.000368
5031	1.507455	0.000368
5503	1.506917	0.000368
5904	1.507286	0.000368
5216	1.506935	0.000368
9102	1.506933	0.000368
8176	1.507015	0.000368
7914	1.506792	0.000368
6100	1.506901	0.000368
9267	1.506405	0.000368
5134	1.506798	0.000368
5107	1.507587	0.000368
6872	1.506777	0.000368
8925	1.507277	0.000368
8065	1.507454	0.000368
5135	1.507374	0.000368
9119	1.506661	0.000368
7720	1.506786	0.000368
9425	1.506577	0.000368
5068	1.506990	0.000368
9070	1.506796	0.000368
7004	1.507198	0.000368
5230	1.507470	0.000368
6845	1.507209	0.000368
7759	1.506435	0.000368
5570	1.507493	0.000368
5884	1.506937	0.000368
8073	1.507679	0.000368
5002	1.508194	0.000368
8447	1.506193	0.000368
7728	1.506757	0.000368
6431	1.507052	0.000368
8145	1.506957	0.000368
9112	1.506533	0.000368
5238	1.507373	0.000368
6081	1.507506	0.000368
6139	1.507268	0.000368
5895	1.506979	0.000368
5238	1.507082	0.000368
8467	1.506272	0.000368
6758	1.506907	0.000368
6444	1.507014	0.000368
7995	1.507026	0.000368
7697	1.507317	0.000368
7414	1.506664	0.000368
5807	1.507489	0.000368
5133	1.508211	0.000368
8572	1.507141	0.000368
7254	1.506996	0.000368
8519	1.507011	0.000368
7289	1.507421	0.000368
6058	1.507365	0.000368
8636	1.507210	0.000368
7739	1.506811	0.000368
7204	1.507211	0.000368
8235	1.506848	0.000368
6719	1.506950	0.000368
9928	1.506965	0.000368
6551	1.507590	0.000368
6390	1.507201	0.000368
8576	1.507348	0.000368
9224	1.506282	0.000368
7374	1.507397	0.000368
8568	1.506535	0.000368
9203	1.506665	0.000368
9290	1.507160	0.000368
7530	1.507046	0.000368
7838	1.507443	0.000368
7938	1.506561	0.000368
9527	1.506404	0.000368
5635	1.507517	0.000368
7317	1.507635	0.000368
5212	1.507104	0.000368
9728	1.507334	0.000368
5187	1.507701	0.000368
5077	1.506766	0.000368
8094	1.507341	0.000368
6183	1.506954	0.000368
6492	1.507300	0.000368
5393	1.506849	0.000368
6635	1.507429	0.000368
8233	1.507472	0.000368
6473	1.507405	0.000368
7748	1.506806	0.000368
7549	1.506554	0.000368
5094	1.507002	0.000368
9919	1.506248	0.000368
5020	1.506935	0.000368
9280	1.507096	0.000368
6714	1.507485	0.000368
6497	1.506682	0.000368
5091	1.507099	0.000368
5738	1.507638	0.000368
6891	1.507082	0.000368
8019	1.507080	0.000368
7109	1.506889	0.000368
6879	1.506798	0.000368
9192	1.507411	0.000368
9227	1.506694	0.000368
6793	1.507482	0.000368
6585	1.507182	0.000368
8019	1.507206	0.000368
7841	1.506450	0.000368
5308	1.507842	0.000368
7391	1.506859	0.000368
6264	1.506345	0.000368
8948	1.506482	0.000368
9451	1.507084	0.000368
5233	1.507589	0.000368
8595	1.506971	0.000368
5759	1.507269	0.000368
6842	1.507394	0.000368
5947	1.506851	0.000368
9699	1.506493	0.000368
5091	1.507203	0.000368
5675	1.507230	0.000368
7865	1.506564	0.000368
6546	1.506812	0.000368
7320	1.507480	0.000368
7361	1.506656	0.000368
7755	1.507127	0.000368
7058	1.506871	0.000368
6500	1.507332	0.000368
9179	1.507272	0.000368
6885	1.507351	0.000368
7572	1.506312	0.000368
6473	1.507662	0.000368
6520	1.507008	0.000368
7646	1.507938	0.000368
6644	1.507608	0.000368
7659	1.506878	0.000368
6673	1.507017	0.000368
5776	1.507097	0.000368
6988	1.506944	0.000368
8901	1.506694	0.000368
7145	1.507299	0.000368
5331	1.508268	0.000368
7235	1.507011	0.000368
9150	1.507584	0.000368
7111	1.506912	0.000368
5733	1.507303	0.000368
7926	1.507102	0.000368
5812	1.506914	0.000368
6151	1.507567	0.000368
6025	1.507369	0.000368
8847	1.507113	0.000368
5111	1.507259	0.000368
8654	1.506736	0.000368
7429	1.506799	0.000368
7165	1.507526	0.000368
8104	1.506871	0.000368
6258	1.507181	0.000368
7909	1.507292	0.000368
5610	1.506887	0.000368
6564	1.507568	0.000368
8502	1.507338	0.000368
5419	1.507102	0.000368
9345	1.506506	0.000368
8030	1.506807	0.000368
7787	1.507337	0.000368
5727	1.507009	0.000368
6900	1.507481	0.000368
5083	1.507066	0.000368
5613	1.506610	0.000368
5677	1.507047	0.000368
8957	1.506585	0.000368
8336	1.506879	0.000368
7797	1.506744	0.000368
8572	1.506906	0.000368
7473	1.507526	0.000368
6097	1.507453	0.000368
7903	1.506349	0.000368
6104	1.507045	0.000368
7167	1.507008	0.000368
8366	1.507249	0.000368
9639	1.506400	0.000368
5663	1.507034	0.000368
6775	1.507218	0.000368
10000	1.506850	0.000368
5414	1.506877	0.000368
8592	1.507336	0.000368
6438	1.507241	0.000368
9310	1.506727	0.000368
5380	1.506926	0.000368
5231	1.507418	0.000368
6982	1.507135	0.000368
5132	1.507721	0.000368
7236	1.506738	0.000368
6161	1.507072	0.000368
7818	1.506653	0.000368
8808	1.507468	0.000368
5837	1.507229	0.000368
8602	1.506768	0.000368
8908	1.506787	0.000368
6974	1.506897	0.000368
6895	1.507205	0.000368
8902	1.506653	0.000368
7327	1.507062	0.000368
7181	1.507049	0.000368
9665	1.507025	0.000368
9131	1.506968	0.000368
7341	1.506865	0.000368
7801	1.507906	0.000368
6140	1.507344	0.000368
5248	1.507248	0.000368
6914	1.507099	0.000368
6545	1.507262	0.000368
7107	1.506754	0.000368
5975	1.507310	0.000368
9424	1.506273	0.000368
9466	1.507094	0.000368
8250	1.506670	0.000368
9029	1.506894	0.000368
8212	1.507162	0.000368
6647	1.506927	0.000368
5764	1.507359	0.000368
8217	1.506783	0.000368
6120	1.506726	0.000368
5200	1.507143	0.000368
6700	1.506809	0.000368
9525	1.506783	0.000368
5181	1.506761	0.000368
9335	1.506413	0.000368
8480	1.507482	0.000368
6944	1.507136	0.000368
5385	1.507218	0.000368
5810	1.506654	0.000368
8004	1.507688	0.000368
5580	1.507103	0.000368
8613	1.507157	0.000368
6411	1.507437	0.000368
7676	1.507223	0.000368
6834	1.506847	0.000368
9326	1.507131	0.000368
5204	1.507515	0.000368
7213	1.507435	0.000368
8367	1.507038	0.000368
5118	1.507049	0.000368
6680	1.506766	0.000368
8041	1.507061	0.000368
5044	1.507251	0.000368
7558	1.507102	0.000368
8945	1.506616	0.000368
7017	1.507449	0.000368
6675	1.507347	0.000368
9969	1.506491	0.000368
8531	1.507494	0.000368
7562	1.507280	0.000368
9973	1.507289	0.000368
7112	1.506980	0.000368
7955	1.507012	0.000368
7779	1.507132	0.000368
8550	1.507686	0.000368
5202	1.507794	0.000368
8517	1.506920	0.000368
8760	1.506735	0.000368
7397	1.507252	0.000368
9692	1.506817	0.000368
5208	1.507326	0.000368
5346	1.507552	0.000368
8156	1.506672	0.000368
6788	1.506405	0.000368
5810	1.506714	0.000368
8325	1.506579	0.000368
7756	1.506787	0.000368
9077	1.506902	0.000368
9424	1.506894	0.000368
6054	1.507529	0.000368
5534	1.507088	0.000368
6367	1.507248	0.000368
7745	1.506992	0.000368
8559	1.506462	0.000368
5365	1.507782	0.000368
7046	1.506781	0.000368
8674	1.507127	0.000368
5684	1.507132	0.000368
6615	1.507392	0.000368
8795	1.506853	0.000368
9935	1.506947	0.000368
7950	1.507168	0.000368
7648	1.507295	0.000368
7715	1.506780	0.000368
9413	1.507625	0.000368
8647	1.507192	0.000368
8631	1.507233	0.000368
7686	1.506618	0.000368
7216	1.507458	0.000368
7599	1.506877	0.000368
7314	1.507205	0.000368
8039	1.507039	0.000368
5169	1.507270	0.000368
5042	1.507037	0.000368
8639	1.506847	0.000368
7448	1.507277	0.000368
8102	1.506658	0.000368
7837	1.507126	0.000368
6373	1.507018	0.000368
7016	1.507624	0.000368
8766	1.506569	0.000368
6320	1.507215	0.000368
5442	1.507776	0.000368
5474	1.506959	0.000368
7555	1.507326	0.000368
7882	1.507108	0.000368
8466	1.506159	0.000368
5851	1.507043	0.000368
6174	1.507296	0.000368
8063	1.507223	0.000368
8348	1.506839	0.000368
5085	1.507405	0.000368
8114	1.506942	0.000368
8798	1.506872	0.000368
8277	1.507325	0.000368
8412	1.506993	0.000368
5607	1.507086	0.000368
5978	1.507014	0.000368
7103	1.506511	0.000368
7313	1.507156	0.000368
8314	1.506625	0.000368
8634	1.507332	0.000368
9662	1.506813	0.000368
9686	1.507372	0.000368
7317	1.507081	0.000368
9883	1.507585	0.000368
6754	1.507422	0.000368
7442	1.506451	0.000368
9467	1.506773	0.000368
6561	1.507692	0.000368
8220	1.507465	0.000368
5420	1.507983	0.000368
5121	1.507614	0.000368
7690	1.507286	0.000368
7141	1.507068	0.000368
9279	1.506997	0.000368
8329	1.506750	0.000368
6812	1.507249	0.000368
9049	1.507558	0.000368
7942	1.506693	0.000368
7644	1.507289	0.000368
7823	1.507423	0.000368
9031	1.507465	0.000368
7913	1.507097	0.000368
9828	1.507238	0.000368
7187	1.506353	0.000368
5992	1.506845	0.000368
9535	1.506910	0.000368
8063	1.507380	0.000368
5039	1.507306	0.000368
5383	1.507316	0.000368
8814	1.507303	0.000368
6814	1.507549	0.000368
9727	1.506694	0.000368
6129	1.507098	0.000368
7443	1.506933	0.000368
7897	1.506979	0.000368
8305	1.507272	0.000368
6046	1.507191	0.000368
5364	1.507746	0.000368
8240	1.506883	0.000368
8416	1.507256	0.000368
8016	1.506667	0.000368
5866	1.507056	0.000368
9508	1.506746	0.000368
5107	1.507128	0.000368
9229	1.507146	0.000368
8498	1.507005	0.000368
7630	1.506955	0.000368
7761	1.507473	0.000368
9836	1.506966	0.000368
5662	1.506335	0.000368
7283	1.506783	0.000368
8930	1.507532	0.000368
9888	1.507264	0.000368
7777	1.507336	0.000368
9533	1.506553	0.000368
7677	1.507395	0.000368
8232	1.507613	0.000368
5434	1.506795	0.000368
7100	1.507214	0.000368
7338	1.507000	0.000368
7435	1.507164	0.000368
9974	1.507120	0.000368
8074	1.507056	0.000368
7421	1.507470	0.000368
9238	1.506975	0.000368
6103	1.506576	0.000368
5374	1.507414	0.000368
6101	1.507561	0.000368
5466	1.506915	0.000368
5499	1.507693	0.000368
6093	1.506745	0.000368
7120	1.506703	0.000368
8465	1.507191	0.000368
5135	1.507003	0.000368
6830	1.506880	0.000368
5221	1.506765	0.000368
9868	1.505773	0.000368
8814	1.506772	0.000368
9395	1.506817	0.000368
6437	1.507102	0.000368
5105	1.507572	0.000368
5864	1.507154	0.000368
6075	1.507786	0.000368
5533	1.507255	0.000368
9396	1.506657	0.000368
6113	1.507217	0.000368
6670	1.506370	0.000368
8172	1.507353	0.000368
5565	1.507909	0.000368
8028	1.506993	0.000368
8541	1.507500	0.000368
6697	1.506840	0.000368
7905	1.506610	0.000368
7476	1.507075	0.000368
8225	1.507317	0.000368
8163	1.507403	0.000368
8525	1.506389	0.000368
9365	1.506170	0.000368
5412	1.507440	0.000368
6295	1.507354	0.000368
5717	1.506353	0.000368
9325	1.507126	0.000368
8430	1.507152	0.000368
9006	1.506445	0.000368
5414	1.506816	0.000368
7991	1.507739	0.000368
9213	1.507654	0.000368
9260	1.507832	0.000368
5010	1.507009	0.000368
6583	1.506758	0.000368
7774	1.506884	0.000368
9920	1.506530	0.000368
5930	1.507123	0.000368
7151	1.506627	0.000368
6199	1.507469	0.000368
7052	1.507652	0.000368
8512	1.506637	0.000368
8203	1.507300	0.000368
5312	1.506957	0.000368
7053	1.506941	0.000368
8103	1.507050	0.000368
9069	1.506546	0.000368
5098	1.506844	0.000368
7512	1.507550	0.000368
5442	1.507251	0.000368
7628	1.507044	0.000368
9835	1.507538	0.000368
8226	1.507348	0.000368
8567	1.506664	0.000368
6948	1.507168	0.000368
8669	1.507122	0.000368
9812	1.506507	0.000368
9299	1.507105	0.000368
5744	1.506969	0.000368
6591	1.507142	0.000368
9817	1.507245	0.000368
7317	1.506772	0.000368
9826	1.507238	0.000368
5334	1.507144	0.000368
5257	1.507161	0.000368
8145	1.506905	0.000368
5445	1.506817	0.000368
7136	1.506715	0.000368
7018	1.507684	0.000368
6407	1.507713	0.000368
8523	1.506883	0.000368
9303	1.507084	0.000368
8661	1.506675	0.000368
9281	1.506620	0.000368
5209	1.507113	0.000368
6545	1.507375	0.000368
9442	1.505984	0.000368
9440	1.506519	0.000368
5496	1.506541	0.000368
6303	1.506698	0.000368
7235	1.507607	0.000368
